song,album,year,bpm,duration,vocal,harmony,database_url,official_youtube,harmony_youtube,instruments,guitar1_youtube,guitar2_youtube,bass_youtube,instrumental_youtube,bass_tab,spotify,lyrics,lyrics_chord
Hold Me Tight,With The Beatles,1963,136.0,152502,Paul,John・George,https://beatlesdata.info/2/09_holdmetight.html,H42Ou13za30,_7f1j84fFEk,325・6122・ヘフナー,_xdRBYE1RS0,,NQ1BUE1J5LU,YHHwMWrtXho,https://www.songsterr.com/a/wsa/beatles-hold-me-tight-bass-tab-s22787,2RvKsA6Ho7VbJkVFiD4UQF,"It feels so right now, hold me tight<br>Tell me I'm the only one<br>And then I might<br>Never be the lonely one<br>So hold me tight, tonight, tonight,<br>It's you, you you you oooo oooo<br><br>Hold me tight<br>Let me go on loving you<br>Tonight tonight<br>Making love to only you<br>So hold me tight, tonight, tonight<br>It's you, you you you oooo oooo<br><br>Don't know what it means to hold you tight<br>Being here alone tonight with you<br>It feels so right now, feels so right now<br><br>Hold me tight<br>Tell me I'm the only one<br>And then I might<br>Never be the lonely one<br>So hold me tight, tonight, tonight<br>It's you, you you you oooo oooo<br><br>Don't know what it means to hold you tight<br>Being here alone tonight with you<br>It feels so right now, feels so right now<br><br>Hold me tight<br>Let me go on loving you<br>Tonight, tonight<br>Making love to only you<br>So hold me tight, tonight, tonight<br>It's you, you you you oooo oooo<br>You oooo",
You Really Got A Hold On Me,With The Beatles,1963,76.0,182831,Paul,John・George,https://beatlesdata.info/2/10_youreallygotaholdonme.html,wxT7eeMXvCo,,J-160E・Duo Jet・ヘフナー・ピアノ,9dB2cTXeElw,,9p-7ihnBtoM,oWz3uYHVKc8,https://www.songsterr.com/a/wsa/beatles-youve-really-got-a-hold-on-me-bass-tab-s61451,7rgUYidQh5tH0YlXCoKaYJ,"I don't like you<br>But I love you<br>Seems that I'm always<br>Thinking of you<br>Oh, oh, oh<br>You treat me badly<br>I love you madly<br>You've really got a hold on me<br>(You really got a hold on me)<br>You really got a hold on me<br>(You really got a hold on me)<br><br>Baby<br><br>I don't want you<br>But I need you<br>Don't want to kiss you<br>But I need to<br>Oh, oh, oh<br>You do me wrong now<br>My love is strong now<br>You've really got a hold on me<br>(You really got a hold on me)<br>You really got a hold on me<br>(You really got a hold on me)<br><br>Baby<br><br>I love you and all I want you to do<br>Is just hold me, hold me, hold me, hold me<br>Tighter<br>Tighter<br><br>I want to leave you<br>Don't want to stay here<br>Don't want to spend<br>Another day here<br>Oh, oh, oh, I want to split now<br>I just can't quit now<br>You've really got a hold on me<br>(You really got a hold on me)<br>You really got a hold on me<br>(You really got a hold on me)<br><br>Baby<br><br>I love you and all I want you to do<br>Is just hold me, hold me, hold me, hold me<br><br>You really got a hold on me<br>(You really got a hold on me)<br>You really got a hold on me<br>(You really got a hold on me)",
I Wanna Be Your Man,With The Beatles,1963,98.0,118883,Ringo,Paul・John,https://beatlesdata.info/2/11_iwannabeyourman.html,m2SLd5ne5X4,FYXi0z48kBk,J-160E・6122・ヘフナー・オルガン,oMyCacpti9U,,ugirq0y1bYE,q4GSwXpo8jI,https://www.songsterr.com/a/wsa/beatles-i-wanna-be-your-man-bass-tab-s2723,0sIZcoe69iSym9AecvZ7CT,"I wanna be your lover baby<br>I wanna be your man<br>I wanna be your lover baby<br>I wanna be your man<br>Love you like no other baby<br>Like no other can<br>Love you like no other baby<br>Like no other can<br><br>I wanna be your man, I wanna be your man<br>I wanna be your man, I wanna be your man<br><br>Tell me that you love me baby<br>Let me understand<br>Tell me that you love me baby<br>I wanna be your man<br>I wanna be your lover baby<br>I wanna be your man<br>I wanna be your lover baby<br>I wanna be your man<br><br>I wanna be your man, I wanna be your man<br>I wanna be your man, I wanna be your man<br><br>I wanna be your lover baby<br>I wanna be your man<br>I wanna be your lover baby<br>I wanna be your man<br>Love you like no other baby<br>Like no other can<br>Love you like no other baby<br>Like no other can<br><br>I wanna be your man, I wanna be your man<br>I wanna be your man, I wanna be your man<br>I wanna be your man, I wanna be your man",
Devil In Her Heart,With The Beatles,1963,121.0,147591,George,Paul・John,https://beatlesdata.info/2/12_devilinherheart.html,IGe-jfFrxCk,axrV8MGE2AE,325・6122・ヘフナー・マラカス,kWrYXIK0lMY,,0u9MXodvqaw,3xSMRzuUTXI,https://www.songsterr.com/a/wsa/beatles-devil-in-her-heart-bass-tab-s22759,5maTh4fY9SlgR3FhRkf040,"She's got the devil in her heart<br>But her eyes they tantalize<br>She's gonna tear your heart apart<br>Oh her lips they really thrill me<br><br>I'll take my chances<br>For romance is<br>So important to me<br>She'll never hurt me<br>She won't desert me<br>She's an angel sent to me<br><br>She's got the devil in her heart<br>No, no, this I can't believe<br>She's gonna tear your heart apart<br>No, no nay will she deceive<br><br>I can't believe that she'll ever ever go<br>Not when she hugs and says she loves me so<br>She'll never hurt me<br>She won't desert me<br>Listen can't you see<br><br>She's got the devil in her heart<br>Oh, no, no, no, this I can't believe<br>She's gonna tear your heart apart<br>No no nay will she deceive<br><br>Don't take chances if your romance is<br>So important to you<br>She'll never hurt me<br>She won't desert me<br>She's an angel sent to me<br><br>She's got the devil in her heart<br>Oh, no, no, no, no this I can't believe<br>She's gonna tear your heart apart<br>No, no nay will she deceive<br><br>She's got the devil in her heart<br>No she's an angel sent to me<br>She's got the devil in her heart<br>No she's an angel sent to me",
Not A Second Time,With The Beatles,1963,126.0,128261,John,Paul,https://beatlesdata.info/2/13_notasecondtime.html,Gi8dTDuRCOk,,J-160E・J-160E・ヘフナー・ピアノ,UccgRc2Mhpg,,TSo1j0tKNKI,,https://www.songsterr.com/a/wsa/beatles-not-a-second-time-bass-tab-s61438,5vl0sRtrQM1BTSAxQZFqEN,"You know you made me cry<br>I see no use in wondering why<br>I cry for you<br><br>And now you've changed your mind<br>I see no reason to change mine<br>I cry it's through, oh<br><br>You're giving me the same old line<br>I'm wondering why<br>You hurt me then<br>You're back again<br>No, no, no, not a second time<br><br>You know you made me cry<br>I see no use in wondering why<br>I cry for you, yea<br><br>And now you've changed your mind<br>I see no reason to change mine<br>I cry it's through, oh<br><br>You're giving me the same old line<br>I'm wondering why<br>You hurt me then<br>You're back again<br>No, no, no, not a second time<br>Not a second time<br>Not the second time<br>No, no, no, no, no<br>No, no no",
Money (That's What I Want),With The Beatles,1963,128.0,167497,John,Paul・George,https://beatlesdata.info/2/14_money.html,CeWjEYhk7Xo,,325・J-160E・ヘフナー・ピアノ,M9icjLof1_c,,bPH8VoRTFe0,yLBHDFGX92M,https://www.songsterr.com/a/wsa/beatles-money-thats-what-i-want-bass-tab-s61436,3zw4FTrVNfy2teEkV9FOvh,"The best things in life are free<br>But you can keep 'em for the birds and bees<br><br>Now give me money (that's what I want)<br>That's what I want (that's what I want)<br>That's what I want (that's what I want) yeah<br>That's what I want<br><br>Your loving give me a thrill,<br>But your loving don't pay my bills<br><br>Now give me money (that's what I want)<br>That's what I want (that's what I want)<br>That's what I want (that's what I want) yeah<br>That's what I want<br><br>Money don't get everything it's true<br>What it don't get I can't use<br><br>Now give me money (that's what I want)<br>That's what I want (that's what I want)<br>That's what I want (that's what I want) yeah<br>That's what I want<br><br>Well, now give me money (that's what I want)<br>Whole lot of money (that's what I want)<br>Whoah yeah, I wanna be free (that's what I want)<br>Oh, money (that's what I want)<br>That's what I want, yeah (that's what I want)<br>That's what I want<br><br>Well, now give me money (that's what I want)<br>Whole lot of money (that's what I want, whoo)<br>Whoah, yeah, you know I need money (that's what I want)<br>Now give me money (that's what I want, whoo)<br>That's what I want, yeah (that's what I want)<br>That's what I want",
A Hard Day's Night,A Hard Day's Night,1964,135.0,152476,John・Paul,,https://beatlesdata.info/3/01_aharddaysnight.html,bEhibeAJRl4,1ZcDaKyfvKg,J-160E・360-12・ヘフナー・カウベル,ZFuAhtH7Fj0,,2oMsCb8VZOY,QlZ31qhJNO8,https://www.songsterr.com/a/wsa/beatles-a-hard-days-night-bass-tab-s77,5J2CHimS7dWYMImCHkEFaJ,"It's been a hard day's night, and I've been working like a dog<br>It's been a hard day's night, I should be sleeping like a log<br>But when I get home to you I find the things that you do<br>Will make me feel alright<br><br>You know I work all day to get you money to buy you things<br>And it's worth it just to hear you say you're going to give me everything<br>So why on earth should I moan, cos when I get you alone<br>You know I feel OK<br><br>When I'm home everything seems to be right<br>When I'm home feeling you holding me tight, tight, yeah<br><br>It's been a hard day's night, and I've been working like a dog<br>It's been a hard day's night, I should be sleeping like a log<br>But when I get home to you I find the things that you do<br>Will make me feel alright owww<br><br>So why on earth should I moan, cos when I get you alone<br>You know I feel OK<br><br>When I'm home everything seems to be right<br>When I'm home feeling you holding me tight, tight, yeah<br><br>It's been a hard day's night, and I've been working like a dog<br>It's been a hard day's night, I should be sleeping like a log<br>But when I get home to you I find the things that you do<br>Will make me feel alright<br>You know I feel alright<br>You know I feel alright",
I Should Have Known Better,A Hard Day's Night,1964,131.0,164048,John,,https://beatlesdata.info/3/02_ishouldhaveknownbetter.html,5en2JMLA8Z0,,J-160E・360-12・ヘフナー・ハーモニカ,ylwPiBWU8Jo,,rubmMRUfSek,WDNDIPNNPps,https://www.songsterr.com/a/wsa/beatles-i-should-have-know-betterg-bass-tab-s92854,3pU1CUgPiFfxPCpscwIwQR,"I should have known better with a girl like you<br>That I would love everything that you do<br>And I do, hey, hey, hey, and I do<br><br>Whoa, oh, I never realized what a kiss could be<br>This could only happen to me<br>Can't you see, can't you see<br><br>That when I tell you that I love you, oh<br>You're gonna say you love me too, oh<br>And when I ask you to be mine<br>You're gonna say you love me too<br><br>So I should have realized a lot of things before<br>If this is love you've got to give me more<br>Give me more, hey hey hey, give me more<br><br>Whoa, oh, I never realized what a kiss could be<br>This could only happen to me<br>Can't you see, can't you see<br><br>That when I tell you that I love you, oh<br>You're gonna say you love me too, oh<br>And when I ask you to be mine<br>You're gonna say you love me too<br>You love me too, you love me too<br>You love me too",
If I Fell,A Hard Day's Night,1964,108.0,141949,John・Paul,,https://beatlesdata.info/3/03_ififell.html,F_80s6S_7Vw,VoKjXx0zcXU,J-160E・360-12・ヘフナー,ptmkykmCJzw,,u7eo49mXAn4,I_ANBAfFqwo,https://www.songsterr.com/a/wsa/beatles-if-i-fell-bass-tab-s2712,1hgvykolO4kBIEozATmpyj,If I fell in love with you<br>Would you promise to be true<br>And help me understand<br>Cause I've been in love before<br>And I found that love was more<br>Than just holding hands<br><br>If I give my heart to you<br>I must be sure<br>From the very start<br>That you would love me more than her<br><br>If I trust in you oh please<br>Don't run and hide<br>If I love you too oh please<br>Don't hurt my pride like her<br>Cause I couldn't stand the pain<br>And I would be sad if our new love was in vain<br><br>So I hope you see that I<br>Would love to love you<br>And that she will cry<br>When she learns we are two<br>Cause I couldn't stand the pain<br>And I would be sad if our new love was in vain<br><br>So I hope you see that I<br>Would love to love you<br>And that she will cry<br>When she learns we are two<br>If I fell in love with you,
I'm Happy Just To Dance With You,A Hard Day's Night,1964,132.0,118648,George,John・Paul,https://beatlesdata.info/3/04_imhappyjusttodancewithyou.html,B7X1oUfa8uE,,325・6122・ヘフナー,2e9VlTeqgAc,,eVmNr8CGzuo,ZzIhs1ZQcGY,https://www.songsterr.com/a/wsa/beatles-im-happy-just-to-dance-with-you-bass-tab-s31806,0gd50I2gKioJ59C827EdAY,Before this dance is through<br>I think I'll love you too<br>I'm so happy when you dance with me<br><br>I don't want to kiss or hold your hand<br>If it's funny try and understand<br>There is really nothing else I'd rather do<br>Cos I'm happy just to dance with you<br><br>I don't need to hug or hold you tight<br>I just want to dance with you all night<br>In this world there's nothing I would rather do<br>Cos I'm happy just to dance with you<br><br>Just to dance with you<br>It's everything I need<br>Before this dance is through<br>I think I'll love you too<br>I'm so happy when you dance with me<br><br>If somebody tries to take my place<br>Let's pretend we just can't see his face<br>In this world there's nothing I would rather do<br>Cos I'm happy just to dance with you<br><br>Just to dance with you<br>It's everything I need<br>Before this dance is through<br>I think I'll love you too<br>I'm so happy when you dance with me<br><br>If somebody tries to take my place<br>Let's pretend we just can't see his face<br>In this world there's nothing I would rather do<br>I've discovered I'm in love with you<br>Cos I'm happy just to dance with you,
And I Love Her,A Hard Day's Night,1964,114.0,151013,Paul,,https://beatlesdata.info/3/05_andiloveher.html,k4xroYwGvns,,J-160E・クラギ・ヘフナー・ボンゴ・クラベス,Mp7udVeVk4I,,___kwzDYmmQ,fJjf-r0Isps,https://www.songsterr.com/a/wsa/beatles-and-i-love-her-bass-tab-s2692,65vdMBskhx3akkG9vQlSH1,I give her all my love<br>That's all I do<br>And if you saw my love<br>You'd love her too<br>I love her<br><br>She gives me everything<br>And tenderly<br>The kiss my lover brings<br>She brings to me<br>And I love her<br><br>A love like ours<br>Could never die<br>As long as I<br>Have you near me<br><br>Bright are the stars that shine<br>Dark is the sky<br>I know this love of mine<br>Will never die<br>And I love her<br><br>Bright are the stars that shine<br>Dark is the sky<br>I know this love of mine<br>Will never die<br>And I love her,"<br><span>F#m</span><span>I give her all</span><span>C#m</span><span>my love</span><br><span>F#m</span><span>That's all I</span><span>C#m</span><span>do</span><br><span>F#m</span><span>And if you saw</span><span>C#m</span><span>my love</span><br><span>A</span><span>You'd love her</span><span>B7</span><span>too</span><br><span>I love</span><span>E6</span><span>her</span><br><br><span>F#m</span><span>She gives me</span><span>C#m</span><span>everything</span><br><span>F#m</span><span>And tender</span><span>C#m</span><span>ly</span><br><span>F#m</span><span>The kiss my</span><span>C#m</span><span>lover brings</span><br><span>A</span><span>She brings to</span><span>B7</span><span>me</span><br><span>And I love</span><span>E6</span><span>her</span><br><br><span>C#m</span><span>A love like</span><span>B</span><span>ours</span><br><span>C#m</span><span>Could never</span><span>G#m</span><span>die</span><br><span>C#m</span><span>As long as</span><span>G#m</span><span>I</span><br><span>Have you</span><span>B</span><span>near me</span><br><br><span>F#m</span><span>Bright are the stars</span><span>C#m</span><span>that shine</span><br><span>F#m</span><span>Dark is the</span><span>C#m</span><span>sky</span><br><span>F#m</span><span>I know this</span><span>C#m</span><span>love of mine</span><br><span>A</span><span>Will never</span><span>B7</span><span>die</span><br><span>And I love</span><span>E6</span><span>her</span><br><br><span>[solo]</span><br><br><span>Gm</span><span>Bright are the stars</span><span>Dm</span><span>that shine</span><br><span>Gm</span><span>Dark is the</span><span>Dm</span><span>sky</span><br><span>Gm</span><span>I know this</span><span>Dm</span><span>love of mine</span><br><span class=""chord"">Bb</span><span>Will never</span><span>C7</span><span>die</span><br><span>And I love</span><span>F6</span><span>her</span><br><br>"
